Hotel Baron,http://www.hostelworld.com/hosteldetails.php/Hotel-Baron/Tirana/34551,Staff,20
Hotel Baron,http://www.hostelworld.com/hosteldetails.php/Hotel-Baron/Tirana/34551,Atmosphere,20
Hotel Baron,http://www.hostelworld.com/hosteldetails.php/Hotel-Baron/Tirana/34551,Cleanliness,20
Hotel Baron,http://www.hostelworld.com/hosteldetails.php/Hotel-Baron/Tirana/34551,Facilities,20
Selvia Appartment,http://www.hostelworld.com/hosteldetails.php/Selvia-Appartment/Tirana/34050,Value,0
Selvia Appartment,http://www.hostelworld.com/hosteldetails.php/Selvia-Appartment/Tirana/34050,Safety,0
Selvia Appartment,http://www.hostelworld.com/hosteldetails.php/Selvia-Appartment/Tirana/34050,Location,0
Selvia Appartment,http://www.hostelworld.com/hosteldetails.php/Selvia-Appartment/Tirana/34050,Staff,0
Selvia Appartment,http://www.hostelworld.com/hosteldetails.php/Selvia-Appartment/Tirana/34050,Atmosphere,0
Selvia Appartment,http://www.hostelworld.com/hosteldetails.php/Selvia-Appartment/Tirana/34050,Cleanliness,0
Selvia Appartment,http://www.hostelworld.com/hosteldetails.php/Selvia-Appartment/Tirana/34050,Facilities,0
City Hotel Tirana,http://www.hostelworld.com/hosteldetails.php/City-Hotel-Tirana/Tirana/29408,Value,0
City Hotel Tirana,http://www.hostelworld.com/hosteldetails.php/City-Hotel-Tirana/Tirana/29408,Safety,0
City Hotel Tirana,http://www.hostelworld.com/hosteldetails.php/City-Hotel-Tirana/Tirana/29408,Location,0
City Hotel Tirana,http://www.hostelworld.com/hosteldetails.php/City-Hotel-Tirana/Tirana/29408,Staff,0
City Hotel Tirana,http://www.hostelworld.com/hosteldetails.php/City-Hotel-Tirana/Tirana/29408,Atmosphere,0
City Hotel Tirana,http://www.hostelworld.com/hosteldetails.php/City-Hotel-Tirana/Tirana/29408,Cleanliness,0
City Hotel Tirana,http://www.hostelworld.com/hosteldetails.php/City-Hotel-Tirana/Tirana/29408,Facilities,0
Verzaci Hotel,http://www.hostelworld.com/hosteldetails.php/Verzaci-Hotel/Tirana/75418,Value,80
Verzaci Hotel,http://www.hostelworld.com/hosteldetails.php/Verzaci-Hotel/Tirana/75418,Safety,80
Verzaci Hotel,http://www.hostelworld.com/hosteldetails.php/Verzaci-Hotel/Tirana/75418,Location,80
Verzaci Hotel,http://www.hostelworld.com/hosteldetails.php/Verzaci-Hotel/Tirana/75418,Staff,100
Verzaci Hotel,http://www.hostelworld.com/hosteldetails.php/Verzaci-Hotel/Tirana/75418,Atmosphere,80
Verzaci Hotel,http://www.hostelworld.com/hosteldetails.php/Verzaci-Hotel/Tirana/75418,Cleanliness,80
Verzaci Hotel,http://www.hostelworld.com/hosteldetails.php/Verzaci-Hotel/Tirana/75418,Facilities,80
Loreni Hostel,http://www.hostelworld.com/hosteldetails.php/Loreni-Hostel/Tirana/36415,Value,0
Loreni Hostel,http://www.hostelworld.com/hosteldetails.php/Loreni-Hostel/Tirana/36415,Safety,0
